pet_name,pet_type,sex,age,location,link,breed,color,size,weight,pet_id,hair,rescue,address,Spayed,Neutered,Spayed / Neutered,Shots Up to Date,Purebred,Has Special Needs,Declawed,Not Good with Kids,Good with Kids,House-trained,Good with Cats,Not Good with Cats,Good with Dogs,Not Good with Dogs,Needs Experienced Adopter
Tyson,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25443617-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),,909106,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
Moudi,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25433198-chicago-illinois-dachshund-mix,Dachshund/Jack Russell Terrier Mix,Tan/Yellow/Fawn - with White,(when grown) Small 25 lbs (11 kg) or less,,907022,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
pepper,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25445855-chicago-illinois-terrier-unknown-type-medium-mix,"Terrier (Unknown Type, Medium) Mix",Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),,909629,,"Chicago,  IL","Chicago, IL",Yes,,,Yes,,,,,Yes,Yes,,,Yes,,
Pecan,dog,Female,puppy,"Chicago, IL",https://www.adoptapet.com/pet/25420984-chicago-illinois-labrador-retriever-mix,Labrador Retriever/American Pit Bull Terrier Mix,Tan/Yellow/Fawn - with Black,(when grown) Med. 26-60 lbs (12-27 kg),,905006,,"Chicago,  IL","Chicago, IL",,,,,,,,,,,,,,,
scout,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25418963-chicago-illinois-rat-terrier-mix,Rat Terrier Mix,"White - with Tan, Yellow or Fawn",(when grown) Small 25 lbs (11 kg) or less,,904525,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,Yes,,Yes,,Yes,
Porcini,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25403944-chicago-illinois-american-bulldog-mix,American Bulldog/American Pit Bull Terrier Mix,Red/Golden/Orange/Chestnut - with White,(when grown) Large 61-100 lbs (28-45 kg),,901541,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
Abigail Anderson,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25393777-chicago-illinois-labrador-retriever-mix,Labrador Retriever Mix,Tan/Yellow/Fawn - with White,(when grown) Large 61-100 lbs (28-45 kg),,899589,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
Scooter,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23532974-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Red/Golden/Orange/Chestnut,(when grown) Med. 26-60 lbs (12-27 kg),,553357,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,Yes,Yes,Yes,,,Yes,Yes
Oliver,dog,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/23839343-chicago-illinois-jack-russell-terrier-mix,Jack Russell Terrier/Chihuahua Mix,Black - with White,(when grown) Small 25 lbs (11 kg) or less,,596048,,"Chicago,  IL","Chicago, IL",,Yes,,Yes,,,,,,Yes,,,Yes,,
iggy,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24408980-chicago-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,Tan/Yellow/Fawn - with White,(when grown) Large 61-100 lbs (28-45 kg),,689542,,"Chicago,  IL","Chicago, IL",Yes,,,Yes,,,,,Yes,Yes,,,Yes,,
Louie,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24538769-chicago-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier/American Pit Bull Terrier Mix,Brown/Chocolate - with White,(when grown) Med. 26-60 lbs (12-27 kg),,713904,,"Chicago,  IL","Chicago, IL",,Yes,,Yes,,,,Yes,,Yes,,Yes,,Yes,Yes
Loki,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24584782-chicago-illinois-husky,Husky,White,(when grown) Large 61-100 lbs (28-45 kg),,724612,,"Chicago,  IL","Chicago, IL",,,,,Yes,,,Yes,,Yes,Yes,,Yes,,Yes
Iggy,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24580260-chicago-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,Tan/Yellow/Fawn - with White,(when grown) Large 61-100 lbs (28-45 kg),,723315,,"Chicago,  IL","Chicago, IL",Yes,,,Yes,,,,,Yes,Yes,,,Yes,,
Lady,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24630303-chicago-illinois-dogo-argentino,Dogo Argentino,White - with Black,(when grown) Large 61-100 lbs (28-45 kg),,733984,,"Chicago,  IL","Chicago, IL",,,,,Yes,,,,Yes,Yes,,,Yes,,Yes
Bear,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24628289-chicago-illinois-border-collie-mix,Border Collie Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,733429,,"Chicago,  IL","Chicago, IL",,Yes,,Yes,,,,,,Yes,,,Yes,,Yes
Winston,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24628223-chicago-illinois-american-pit-bull-terrier-mix,"American Pit Bull Terrier/Terrier (Unknown Type, Medium) Mix",White - with Black,(when grown) Large 61-100 lbs (28-45 kg),,733292,,"Chicago,  IL","Chicago, IL",,Yes,,Yes,,,,,Yes,Yes,,,,,Yes
Abby,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/24564469-chicago-illinois-german-shepherd-dog-mix,German Shepherd Dog/Husky Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),,718968,,"Chicago,  IL","Chicago, IL",Yes,,,Yes,,,,,Yes,Yes,,,Yes,,
Rose,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24752540-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,756208,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
Molly Phoenix,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25319835-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,882710,,"Chicago,  IL","Chicago, IL",Yes,,,Yes,,,,Yes,,,,Yes,,Yes,Yes
Nugget,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25262158-chicago-illinois-american-pit-bull-terrier-mix,"American Pit Bull Terrier/Yorkie, Yorkshire Terrier Mix",Tan/Yellow/Fawn - with White,(when grown) Med. 26-60 lbs (12-27 kg),,870203,,"Chicago,  IL","Chicago, IL",Yes,,,Yes,,,,,Yes,Yes,,,Yes,,Yes
Pinky,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25363325-chicago-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,White,(when grown) Med. 26-60 lbs (12-27 kg),,891956,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
Koda,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24777617-chicago-illinois-alaskan-malamute-mix,Alaskan Malamute Mix,Black - with White,(when grown) X-Large 101 lbs (46 kg) or more,,760474,,"Chicago,  IL","Chicago, IL",,,,,,,,,,,,,,,
Piglette,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24479827-chicago-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,White - with Brown or Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,701110,,"Chicago,  IL","Chicago, IL",Yes,,,Yes,,,,,Yes,Yes,,Yes,,Yes,Yes
Lino,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25283169-chicago-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),,874602,,"Chicago,  IL","Chicago, IL",,,,,,,,,,,,,,,
Snoopy,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25264241-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,White - with Black,(when grown) Large 61-100 lbs (28-45 kg),,870693,,"Chicago,  IL","Chicago, IL",,,,,,,,,,,,,,,
Peter,dog,Male,puppy,"Chicago, IL",https://www.adoptapet.com/pet/25102642-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier/Labrador Retriever Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,832299,,"Chicago,  IL","Chicago, IL",,,,,,,,,,,,,,,
Tequila,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25217888-chicago-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,859773,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
Buster,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25213954-chicago-illinois-boston-terrier-mix,Boston Terrier/Labrador Retriever Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,859116,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
Foxy,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25193154-chicago-illinois-labrador-retriever-mix,Labrador Retriever/American Pit Bull Terrier Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,853785,,"Chicago,  IL","Chicago, IL",,,,,,,,,,,,,,,
Nelly,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25201738-chicago-illinois-labrador-retriever-mix,Labrador Retriever/Vizsla Mix,Red/Golden/Orange/Chestnut,(when grown) Large 61-100 lbs (28-45 kg),,856356,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
CJ,dog,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/25196923-chicago-illinois-chihuahua-mix,Chihuahua Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,855164,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
Spotty,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24625226-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier/Havanese Mix,White - with Black,(when grown) Med. 26-60 lbs (12-27 kg),,730155,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,Yes,Yes,Yes,,Yes,,
Ali,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24796465-chicago-illinois-alaskan-malamute-mix,Alaskan Malamute/Great Pyrenees Mix,White - with Gray or Silver,(when grown) Large 61-100 lbs (28-45 kg),,764227,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
Bentley,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25140173-chicago-illinois-english-bulldog-mix,English Bulldog/American Bulldog Mix,Brown/Chocolate - with White,(when grown) Large 61-100 lbs (28-45 kg),,842813,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
Ali,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25138096-chicago-illinois-husky-mix,Husky/Alaskan Malamute Mix,White,(when grown) Large 61-100 lbs (28-45 kg),,842186,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
Shuffles,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25133490-chicago-illinois-scottie-scottish-terrier-mix,"Scottie, Scottish Terrier/Schnauzer (Standard) Mix",Black - with White,(when grown) Small 25 lbs (11 kg) or less,,840889,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
Daisy,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25037401-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Brown/Chocolate - with White,(when grown) Large 61-100 lbs (28-45 kg),,817536,,"Chicago,  IL","Chicago, IL",,,,,,,,,,,,,,,
Precious,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/24986410-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier/American Bulldog Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,806278,,"Chicago,  IL","Chicago, IL",,,,,,,,,,,,,,,
Franco,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24554877-chicago-illinois-schnauzer-giant,Schnauzer (Giant),Black,(when grown) X-Large 101 lbs (46 kg) or more,,716906,,"Chicago,  IL","Chicago, IL",,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,,,Yes
Titan,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24979522-chicago-illinois-german-shepherd-dog-mix,German Shepherd Dog Mix,Brown/Chocolate - with Tan,(when grown) Med. 26-60 lbs (12-27 kg),,804754,,"Chicago,  IL","Chicago, IL",,,,,,,,,,,,,,,
Toby,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24948349-chicago-illinois-border-collie-mix,Border Collie Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,797477,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
Terra,dog,Female,puppy,"Chicago, IL",https://www.adoptapet.com/pet/24853766-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Tan/Yellow/Fawn - with White,(when grown) Med. 26-60 lbs (12-27 kg),,776404,,"Chicago,  IL","Chicago, IL",,,,,,,,,,,,,,,
Ali,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24861014-chicago-illinois-alaskan-malamute-mix,Alaskan Malamute/Great Pyrenees Mix,White - with Gray or Silver,(when grown) Large 61-100 lbs (28-45 kg),,778528,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
Shake,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24816187-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,768949,,"Chicago,  IL","Chicago, IL",,,,Yes,Yes,,,,Yes,Yes,Yes,,Yes,,Yes
Nala,dog,Female,puppy,"Chicago, IL",https://www.adoptapet.com/pet/24749572-chicago-illinois-australian-kelpie-mix,Australian Kelpie/American Pit Bull Terrier Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),,755490,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
Louie,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24765755-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,758537,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
Superman,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24821087-chicago-illinois-american-pit-bull-terrier,American Pit Bull Terrier,Black - with White,(when grown) Large 61-100 lbs (28-45 kg),,769834,,"Chicago,  IL","Chicago, IL",,,,Yes,Yes,,,,Yes,Yes,Yes,,Yes,,
D'og,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24829878-chicago-illinois-shih-tzu-mix,"Shih Tzu/Yorkie, Yorkshire Terrier Mix",Black,(when grown) Med. 26-60 lbs (12-27 kg),,771649,,"Chicago,  IL","Chicago, IL",,Yes,,Yes,,,,,Yes,Yes,,,Yes,,
Kona,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/23557685-chicago-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier/Boxer Mix,Brindle,(when grown) Med. 26-60 lbs (12-27 kg),,556372,,"Chicago,  IL","Chicago, IL",Yes,,,Yes,,,,,Yes,Yes,Yes,,Yes,,
Biggie,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/20254947-chicago-illinois-rottweiler-mix,Rottweiler Mix,"Black - with Tan, Yellow or Fawn",(when grown) Large 61-100 lbs (28-45 kg),,221913,,"Chicago,  IL","Chicago, IL",,,,,Yes,,,,,Yes,,,,,Yes
Piper,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23411327-chicago-illinois-bull-terrier-mix,Bull Terrier/Whippet Mix,Gray/Silver/Salt & Pepper - with White,(when grown) Med. 26-60 lbs (12-27 kg),,537000,,"Chicago,  IL","Chicago, IL",Yes,,,Yes,,,,,Yes,Yes,,Yes,,Yes,
Charlie,dog,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/22956076-chicago-illinois-australian-cattle-dog-mix,"Australian Cattle Dog/Terrier (Unknown Type, Medium) Mix",White - with Brown or Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,473671,,"Chicago,  IL","Chicago, IL",,Yes,,Yes,,,,Yes,,Yes,,Yes,,Yes,Yes
Max,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/23391719-chicago-illinois-terrier-unknown-type-medium-mix,"Terrier (Unknown Type, Medium) Mix",Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),,534250,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,Yes,Yes,,,Yes,,
Apollo,dog,Male,adult,"Oak Brook, IL",https://www.adoptapet.com/pet/25290951-oak-brook-illinois-american-bulldog-mix,American Bulldog Mix,Brindle - with White,(when grown) Large 61-100 lbs (28-45 kg),,876402,,"Oak brook,  IL","Oak Brook, IL",,Yes,,,,,,,,,,,,,
Zeus,dog,Male,adult,"Oak Brook, IL",https://www.adoptapet.com/pet/25291198-oak-brook-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,Red/Golden/Orange/Chestnut,(when grown) Large 61-100 lbs (28-45 kg),,876441,,"Oak brook,  IL","Oak Brook, IL",,Yes,,,,,,,,,,,,,
Swatch,dog,Female,puppy,"Sauk Village, IL",https://www.adoptapet.com/pet/24605928-sauk-village-illinois-labrador-retriever-mix,Labrador Retriever/American Pit Bull Terrier Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,729138,,"Sauk village,  IL","Sauk Village, IL",,,,,,,,,Yes,,,Yes,,Yes,
Brenda,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467320-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11901,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Hamburgler,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467318-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,Brindle,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11870,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Hulk,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467317-chicago-heights-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11753,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Loonette,dog,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467319-chicago-heights-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11900,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Argos,dog,Male,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25433550-chicago-heights-illinois-beagle-mix,Beagle Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-11990,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Jeff,dog,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25480388-chicago-heights-illinois-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11488,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Turkey,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25156791-chicago-heights-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Brown/Chocolate,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-10379,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Sully,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25532104-chicago-heights-illinois-pomeranian-mix,Pomeranian/Australian Shepherd Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-12092,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Spot,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25433570-chicago-heights-illinois-labrador-retriever-mix,Labrador Retriever/Blue Heeler Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-11986,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Shego,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467321-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier/Mixed Breed (Large) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11955,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Cinderella,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467316-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,Gray/Silver/Salt & Pepper - with Black,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11707,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Meadow,dog,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25075929-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-11236,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Man,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25164563-chicago-heights-illinois-terrier-unknown-type-small-mix,"Terrier (Unknown Type, Small) Mix",Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11621,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Franky,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25318968-chicago-heights-illinois-chihuahua-mix,Chihuahua/Pekingese Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11145,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Gurdy,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25232038-chicago-heights-illinois-labrador-retriever-mix,Labrador Retriever Mix,"White - with Tan, Yellow or Fawn",(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-2838,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Zazy,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25348408-chicago-heights-illinois-retriever-unknown-type-mix,Retriever (Unknown Type)/Pointer Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11255,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Daisy,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25318972-chicago-heights-illinois-coonhound-mix,Coonhound Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-11633,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Izzy,dog,Female,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25369142-chicago-heights-illinois-patterdale-terrier-fell-terrier-mix,Patterdale Terrier (Fell Terrier) Mix,Brown/Chocolate,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11928,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Pigpen,dog,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25400050-chicago-heights-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier/Boxer Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11773,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Church,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25195061-chicago-heights-illinois-bloodhound-mix,Bloodhound/Labrador Retriever Mix,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),,SSHS-A-11646,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Carla,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25263178-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,,(when grown) Large 61-100 lbs (28-45 kg),,SSHS-A-9543,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Gunther,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25433556-chicago-heights-illinois-hound-unknown-type-mix,Hound (Unknown Type)/Black Mouth Cur Mix,,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-12015,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Grover,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/24236785-chicago-heights-illinois-hound-unknown-type-mix,Hound (Unknown Type)/Catahoula Leopard Dog Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-9209,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Bronco,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25141124-chicago-heights-illinois-boxer-mix,Boxer/Akita Mix,Brindle,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-8499,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Koko,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/24728176-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier/Akita Mix,Brindle,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-3146,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Mack,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25164562-chicago-heights-illinois-terrier-unknown-type-small-mix,"Terrier (Unknown Type, Small) Mix",Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11622,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Tucker,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25522277-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-2977,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Bear,dog,Male,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467315-chicago-heights-illinois-labrador-retriever-mix,Labrador Retriever Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11594,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
Boston,dog,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25164556-chicago-heights-illinois-black-mouth-cur-mix,Black Mouth Cur Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-11625,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
